term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,meaninglanguage1,meaning1,meaninglanguage2,meaning2,meaninglanguage3,meaning3,meaninglanguage4,meaning4,meaninglanguage5,meaning5
originalmente,Eres originalmente del Este,Adverb,,,,,,,,,,,,,,,,,,,,zh-cn,最初,,,,,,,,
originario,...aunque el croissant sea originario de Francia.,Adjective,adjective,,,,,,,,,,,,,,,,,,,zh-cn,源自,,,,,,,,
orilla,...a pasear por la orilla.,Verb,él/ella/ud.,presente,orillar,orillarse,Noun,verb,noun,presente,él/ella/ud.,orillar,orillarse,,,,,,,,,zh-cn,岸,zh-cn,边缘,,,,,,
orillas,...fantasmal invernadero abandonado a orillas del Sena.,Verb,presente,tú,orillar,orillarse,Noun,verb,noun,tú,presente,orillar,orillarse,,,,,,,,,zh-cn,边 边缘 岸边,zh-cn,河边,,,,,,
oro,que mil clarines de oro dicen la divina diana,Verb,yo,presente,orar,Adjective,Noun,,,,,,,,,,,,,,,zh-cn,m.金；金币；金首饰；金器；金钱；金色,,,,,,,,
oscuras,"curvas, grandes y muy oscuras",Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,黑暗的,,,,,,,,
oscuridad,cualquier cosa en la oscuridad,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,黑暗中,,,,,,,,
otoño,la tierra y del otoño,Verb,yo,presente,otoñar,otoñarse,Noun,,,,,,,,,,,,,,,zh-cn,秋天,,,,,,,,
ovejas,...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,羊,,,,,,,,
oxígeno,...con una botella de oxígeno por arriba de los...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,氧气,,,,,,,,
oyendo,…la sensación de estar oyendo las olas del mar…,Verb,gerundio,oír,verb,gerundio,oír,,,,,,,,,,,,,,,zh-cn,tr.听到，听见,,,,,,,,
oyentes,la mitad de mis oyentes han apagado el reproductor,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,听众,,,,,,,,
oyeron,Aquellos que jamás oyeron hablar de Alquimia pero...,Verb,pretérito perfecto simple,ellos/ellas/uds.,oír,verb,pretérito perfecto simple,oír,ellos/ellas/uds.,,,,,,,,,,,,,zh-cn,听过,,,,,,,,
oyó,...tan ocupada que no oyó al amor llamarla.,Verb,pretérito perfecto simple,él/ella/ud.,oír,Noun,verb,noun,pretérito perfecto simple,oír,él/ella/ud.,,,,,,,,,,,zh-cn,听到,,,,,,,,
paciencia,PACIENCIA Y PERSEVERANCIA Aprender inglés,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,耐心,,,,,,,,
paciente,...que esperar y ser paciente.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,耐心,zh-cn,病人,,,,,,
pagan,,Verb,presente,ellos/ellas/uds.,pagar,pagarse,,,,,,,,,,,,,,,,zh-cn,工资,,,,,,,,
paisaje,...del tren y el paisaje que se deslizaba como...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,风景,,,,,,,,
pajaritos,Estaba llena de pajaritos brillantes que volaban por,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,小鸟球,,,,,,,,
pájaro,la casa para el pájaro,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,m.小鸟，狡黠的人；可疑的人.,,,,,,,,
pájaros,"...la cabeza llena de pájaros, optó por pasarles la...",Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,鸟类,,,,,,,,
palacio,"debe de parecerte un palacio, comparada con la casa",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,宫殿,,,,,,,,
palanca,"una cuerda, presionando una palanca o colocándose en una",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,杠杆,,,,,,,,
palancas,"indignación, una de las palancas de la viralidad",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,杠杆,,,,,,,,
pálida,"...brazos vestían una piel pálida, casi traslúcida.",Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,苍白的,,,,,,,,
palideciendo,"...y Harry se miraron, palideciendo.",Verb,gerundio,palidecer,verb,gerundio,palidecer,,,,,,,,,,,,,,,zh-cn,变得苍白,,,,,,,,
pálido,"visibles sobre un fondo pálido, y contrastan con un",Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,苍白,,,,,,,,
palo,He lanzado un palo y ha caído justo,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,棒,,,,,,,,
palomitas,"de repente, como las palomitas en la sartén de",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,爆米花,,,,,,,,
palos,"...le caían del cielo palos, rayos de sol, gotas...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,木棍,,,,,,,,
pan,Geografía es pan comido!,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,小菜一碟,,,,,,,,
panadería,y dirigirse a la panadería que estaba en la,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,面包店,,,,,,,,
pandemia,"La pandemia, el cambio climático o",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,疫情,,,,,,,,
pánico,Niko sintió cómo el pánico le recorría la columna,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,恐慌,,,,,,,,
pantallas,mirando el partido en pantallas grandes,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,屏幕,zh-cn,大屏幕,,,,,,
papa,"–Ay, Dios del cielo –dice la enfermera O'Halloran–, es...",Verb,él/ella/ud.,presente,papar,Noun,verb,noun,presente,él/ella/ud.,papar,,,,,,,,,,,zh-cn,教皇p大写,,,,,,,,
papel,pregunta: ¿Cuál es el papel de la gramática,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,m.纸；有字的纸；证券；纸币；角色；作用,,,,,,,,
parada,A: Tienes una parada de la línea roja…,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,站,,,,,,,,
paradoja,...la sátira y la paradoja.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,自相矛盾，不合逻辑，不可思议,,,,,,,,
para entonces,"personal y comercial, porque para entonces ya había abandonado sus",,,,,,,,,,,,,,,,,,,,,zh-cn,到那个时候,,,,,,,,
para esta época del año,...que no es normal para esta época del año.,,,,,,,,,,,,,,,,,,,,,zh-cn,每年的这个时候,,,,,,,,
paramédica,......,,,,,,,,,,,,,,,,,,,,,zh-cn,护理人员,,,,,,,,
para que,...a un profesor particular para que te dé clases de...,,,,,,,,,,,,,,,,,,,,,zh-cn,以便,,,,,,,,
pararme,y me obligo a pararme derecha,,,,,,,,,,,,,,,,,,,,,zh-cn,停下来,,,,,,,,
para siempre,...hasta que se casó para siempre.,,,,,,,,,,,,,,,,,,,,,zh-cn,永远,,,,,,,,
parcial,...,Adjective,adjective,,,,,,,,,,,,,,,,,,,zh-cn,偏袒,,,,,,,,
parecerá,...de lo que oyes te parecerá muy extraño.,Verb,él/ella/ud.,futuro,parecer,parecerse,verb,parecer,futuro,él/ella/ud.,parecerse,,,,,,,,,,,zh-cn,看起来,,,,,,,,
parece ser que,Parece ser que escuchar una música con,,,,,,,,,,,,,,,,,,,,,zh-cn,似乎,,,,,,,,
parecía,El Madrid parecía confuso,Verb,yo,indicativo pretérito imperfecto,parecer,parecerse,Noun,,,,,,,,,,,,,,,zh-cn,觉得,,,,,,,,
parecida,"en grupos de edad parecida y que, en la",Adjective,Adverb,,,,,,,,,,,,,,,,,,,zh-cn,类似,,,,,,,,
parecidas,"del mundo pasan cosas parecidas, pero es triste que",Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,类似,,,,,,,,
parecido,Nunca vi nada parecido,Verb,yo,pretérito perfecto compuesto,parecer,parecerse,Adjective,Noun,verb,noun,adjective,yo,parecer,pretérito perfecto compuesto,parecerse,,,,,,,zh-cn,类似的；相像的,,,,,,,,
parecidos,Tiene sonidos parecidos que se repiten.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,相似的,,,,,,,,
pareció,...alzaba lo que me pareció el cadáver abandonado de...,Verb,pretérito perfecto simple,él/ella/ud.,parecer,parecerse,verb,parecer,pretérito perfecto simple,él/ella/ud.,parecerse,,,,,,,,,,,zh-cn,觉得,,,,,,,,
pared,"entenderlo mejor: En una pared, puedes ver un cuadro",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,墙壁,,,,,,,,
paredes,...era un pintor de paredes”.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,f.墙；隔板；隔离层；（物体的）侧面；（器官等的）内壁；隔膜,,,,,,,,
parejas,"entrevistadas, el porcentaje de parejas heterosexuales que se han",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,情侣,,,,,,,,
parezca,"Aunque no lo parezca, soy honesto",Verb,él/ella/ud.,imperativo,subjuntivo presente,parecer,parecerse,Noun,,,,,,,,,,,,,,zh-cn,似乎,,,,,,,,
parezco,"Pero si te parezco más joven, razón de...",Verb,yo,presente,parecer,parecerse,verb,presente,yo,parecer,parecerse,,,,,,,,,,,zh-cn,我看起来像,,,,,,,,
pariente,noticias de que un pariente se ha visto involucrado,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,相对的,zh-cn,亲戚,,,,,,
parientes,"...respecto a esto, debo confesar una cosa.",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,亲属,,,,,,,,
paro,"hacerlo, y si me paro Malachy seguirá quitándome mi",Verb,yo,presente,parar,pararse,parir,Noun,,,,,,,,,,,,,,zh-cn,intr.停止；到站停留；落入；住宿；tr.使停止；挡住；竖直；竖起；prnl.站立；站住；起立,zh-cn,失业,,,,,,
paró,...a casa y no paró hasta leerlo todo.,Verb,pretérito perfecto simple,él/ella/ud.,parar,pararse,verb,parar,pretérito perfecto simple,él/ella/ud.,pararse,,,,,,,,,,,zh-cn,停下来,,,,,,,,
parque,adoraba el carrusel del parque de atracciones,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,公园,,,,,,,,
párrafo,,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,段,,,,,,,,
partes,se bebe en muchas partes,Verb,presente,tú,partir,partirse,Noun,,,,,,,,,,,,,,,zh-cn,f.部份，地方，方面；,zh-cn,f.部份，地方，方面；m.函件；电报，电话；汇报；通报,en,地方,,,,
participa,Participa en presentaciones de libros,Verb,él/ella/ud.,presente,participar,verb,presente,participar,él/ella/ud.,,,,,,,,,,,,,zh-cn,参加,,,,,,,,
participación,Hubo mucha participación,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,参与，参加,,,,,,,,
participando,Todavía sigo participando en proyectos humanitarios siempre…,Verb,gerundio,participar,verb,gerundio,participar,,,,,,,,,,,,,,,zh-cn,参加,,,,,,,,
participio,...de subjuntivo y el participio del verbo principal: haya...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,动词的过去分词,,,,,,,,
participó,Cervantes participó en la famosa batalla...,Verb,pretérito perfecto simple,él/ella/ud.,participar,verb,pretérito perfecto simple,participar,él/ella/ud.,,,,,,,,,,,,,zh-cn,参与,,,,,,,,
particular,"contra de una situación particular, utilizando las herramientas y",Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,adj.特殊的；非凡的；特定的；私人的；m.（没有官职或头衔的）普通人；事情,,,,,,,,
particulares,en algunas situaciones muy particulares,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,特别,,,,,,,,
particularmente,A mi particularmente me gusta dormir.,Adverb,adverb,,,,,,,,,,,,,,,,,,,zh-cn,尤其,,,,,,,,
partido,"pudiera seguir preguntando, el partido que enfrentaba a la",Verb,yo,pretérito perfecto compuesto,partir,partirse,Adjective,Noun,,,,,,,,,,,,,,zh-cn,比赛,,,,,,,,
partir,"cuando estaba listo para partir, ¡el clima se había",Verb,participio pasado,,,,,,,,,,,,,,,,,,,en,to leave,,,,,,,,
pasaba,"…tener una conversación, como pasaba antes.",Verb,él/ella/ud.,indicativo pretérito imperfecto,pasar,pasarse,verb,pasar,él/ella/ud.,pasarse,indicativo pretérito imperfecto,,,,,,,,,,,zh-cn,过去,,,,,,,,
pasada,son partes del cuerpo :) Pasada 2 Vamos a ver,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,经过,,,,,,,,
pasajeros,Se ruega a los pasajeros que se dirijan a…,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,"adj.行人多的；暂时的；短暂的；路过的；m.,f.乘客；旅客",,,,,,,,
pasara,"tú, como si no pasara nada",Verb,él/ella/ud.,subjuntivo pretérito imperfecto,pasar,pasarse,,,,,,,,,,,,,,,,zh-cn,发生,,,,,,,,
pasará,,Verb,él/ella/ud.,futuro,pasar,pasarse,,,,,,,,,,,,,,,,zh-cn,它会发生,,,,,,,,
pasaremos,creo que nos lo pasaremos muy bien,,,,,,,,,,,,,,,,,,,,,zh-cn,我们会通过,,,,,,,,
pasaría,"...responder, ¿qué crees que pasaría si en cualquier ciudad...",Verb,él/ella/ud.,condicional,pasar,pasarse,verb,pasar,condicional,él/ella/ud.,pasarse,,,,,,,,,,,zh-cn,会发生,zh-cn,intr.移动；过去；穿过，经过；tr.搬，运；使移动；转达，转告；prnl.投靠，归顺；过头，过度，过分，过火；过熟；过期，失效；,,,,,,
pasarse,...necesita una excusa para pasarse al Lado Oscuro.,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,zh-cn,转到,,,,,,,,
pasas,La información que pasas hacia abajo se llaman,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,葡萄干,zh-cn,度过，葡萄干,zh-cn,传递,,,,
pasaste,count será 0 porque pasaste 0 a useState,,,,,,,,,,,,,,,,,,,,,zh-cn,你传递了,,,,,,,,
pascuas,...más contento que unas pascuas.,,,,,,,,,,,,,,,,,,,,,zh-cn,复活节,,,,,,,,
pase,"golpea bien, un buen pase a Alicia Spinnet, el",Verb,él/ella/ud.,subjuntivo presente,pasar,pasarse,Adjective,Noun,,,,,,,,,,,,,,zh-cn,intr.移动；过去；穿过，经过；tr.搬，运；使移动；转达，转告；prnl.投靠，过期；过度,zh-cn,传球,zh-cn,点名,,,,
pasé,Yo me pasé la tira de rato,,,,,,,,,,,,,,,,,,,,,zh-cn,通过，度过,,,,,,,,
paseaba,"...bien, empecemos: Papa Noel paseaba por un gran bosque...",Verb,yo,indicativo pretérito imperfecto,pasear,pasearse,verb,pasear,yo,pasearse,indicativo pretérito imperfecto,,,,,,,,,,,zh-cn,走在,,,,,,,,
pases,Que pases un buen fin de,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,过去；渡过,zh-cn,度,,,,,,
pasillos,Salpicando los pasillos y plataformas de la...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,走廊,,,,,,,,
pasión,,Noun,,,,,,,,,,,,,,,,,,,,en,热情,,,,,,,,
pasitos,luego voy dando los pasitos bien medidos que practiqué,,,,,,,,,,,,,,,,,,,,,zh-cn,小步,,,,,,,,
pasivo,Las propinas. El vocabulario pasivo,Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,被动的,,,,,,,,
pasivos,"no son los momentos pasivos y relajantes, aunque tales",Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,被动的,,,,,,,,
paso,la sociedad con el paso del tiempo,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,通道,,,,,,,,
pasó una cosa,"tomé un taxi, pero pasó una cosa",,,,,,,,,,,,,,,,,,,,,zh-cn,发生了一件事,,,,,,,,
pasta,…paso de gastarme la pasta en un trozo de…,Verb,él/ella/ud.,presente,pastar,Noun,verb,noun,presente,él/ella/ud.,pastar,,,,,,,,,,,zh-cn,f.糊，糊状物；面团；面条，通心粉,zh-cn,钱,,,,,,
pastel,con el pedazo de pastel de fruta que tía,Noun,,,,,,,,,,,,,,,,,,,,en,蛋糕,,,,,,,,
pasteles,"chocolate, empanada de calabaza, pasteles de caldero, varitas de",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,糕点,,,,,,,,
pata,"Ostras, qué mala pata",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,f.【动】蹄，爪；腿，脚；（家具的）腿儿；m.鸭，鸭子，野鸭,,,,,,,,
patada,......,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,踢,,,,,,,,
patas,......,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,脚,,,,,,,,
patatas fritas,"Yo como hamburguesas, patatas fritas y bebo cerveza",,,,,,,,,,,,,,,,,,,,,zh-cn,炸土豆,,,,,,,,
patio,"...verbos impersonales son la excepción, especialmente con complemento directo.",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,庭院,zh-cn,操场,,,,,,
pato,...oficiales cuya bocina de pato alborotó las calles a...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,鸭子,,,,,,,,
patrón,"San Fermín es el patrón de toda Navarra, no",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,模式,,,,,,,,
patrones,"suficientes veces los mismos patrones, las mismas palabras",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,模式,,,,,,,,
pausa,Puedes hacer pausa después de cada pregunta.,Verb,él/ella/ud.,presente,pausar,Noun,verb,noun,presente,pausar,él/ella/ud.,,,,,,,,,,,zh-cn,暂停,,,,,,,,
pavo,"té con bocadillos de pavo, buñuelos, bizcocho borracho y",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,火鸡,,,,,,,,
paz,"tipo en tiempo de paz, hasta lo que se",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,peace,,,,,,,,
peces,"un sueño lleno de peces naranjas, que no aguantaba",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,鱼,zh-cn,m.【动】鱼，鱼类；f.沥青；树脂,,,,,,
pecho,con quemaduras en el pecho y el estómago,Verb,yo,presente,pechar,pecharse,Adjective,Noun,,,,,,,,,,,,,,zh-cn,胸部,,,,,,,,
pechos,......,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,胸部,,,,,,,,
pedaleando,...verano si no era pedaleando.,Verb,gerundio,pedalear,verb,gerundio,pedalear,,,,,,,,,,,,,,,zh-cn,骑自行车,zh-cn,踏车,,,,,,
pedalear,el ciclista deja de pedalear,Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,踏板,zh-cn,骑,,,,,,
pedazo,y le dio un pedazo de pastel de chocolate,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,片,zh-cn,一片,,,,,,
pedazos,...hubiera decidido rescatarla a pedazos de la memoria ajena.,Pronoun,Noun,pronoun,noun,,,,,,,,,,,,,,,,,zh-cn,片段,,,,,,,,
peeves,......,,,,,,,,,,,,,,,,,,,,,zh-cn,皮皮鬼,,,,,,,,
pegados,sus rizos dorados están pegados,,,,,,,,,,,,,,,,,,,,,zh-cn,粘在一起,,,,,,,,
pelear,"Oh, vais a pelear con nosotros, ¿eh?",Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,zh-cn,打架,,,,,,,,
peligro,ves algo sin el peligro,Verb,yo,presente,peligrar,Noun,,,,,,,,,,,,,,,,zh-cn,危险,,,,,,,,
peligrosa,experiencia humana negativa y peligrosa,Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,危险,,,,,,,,
peligroso,"a resucitar un pasado peligroso, una trama de amores",Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,危险,,,,,,,,
pelota,le había metido una pelota en la boca,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,球,,,,,,,,
pena,animales surgió de la pena que sintió mi hija,Verb,él/ella/ud.,presente,penar,penarse,Noun,,,,,,,,,,,,,,,zh-cn,f.惩罚；难过；遗憾；痛；艰辛,,,,,,,,
pendiente,Estar pendiente de todos y cada…,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,adj.悬挂着的；吊着的；悬着的；等待（某人）解决的；m.坠饰，追状物；耳坠；鼻坠；f.斜面，斜坡，倾斜度，坡度,,,,,,,,
pendientes,...tanto queremos hacer cosas pendientes.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,待办的,,,,,,,,
península ibérica,"...lunes, cuando toda la península Ibérica se quedó sin luz...",,,,,,,,,,,,,,,,,,,,,zh-cn,伊比利亚半岛,,,,,,,,
pensador,"es considerado el primer pensador cubano, Félix Varela (1788-1853), y",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,思想家,,,,,,,,
pensáis,,Verb,presente,vosotros,pensar,,,,,,,,,,,,,,,,,zh-cn,您认为,,,,,,,,
pensamiento,"Quizá fue aquel pensamiento, quizá el azar o...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,思想,,,,,,,,
pensamiento crítico,"…son espacios revolucionarios: crean pensamiento crítico, crean análisis.",,,,,,,,,,,,,,,,,,,,,zh-cn,批判性思维,,,,,,,,
pensamientos,a conocer inquietudes y pensamientos con el fin de,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,m.想；思考能力；思想；想法；意图；主题思想,,,,,,,,
pensar en el nuevo idioma,Escribir te ayuda a pensar en el nuevo idioma.,,,,,,,,,,,,,,,,,,,,,en,think in the new language,,,,,,,,
peor,Peor,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,更差,en,最糟糕的 -,,,,,,
per,"…hemos doblado el uso per cápita de energía, mayormente…",Noun,Preposition,preposition,noun,,,,,,,,,,,,,,,,,zh-cn,每,,,,,,,,
percepción,"…verdad, pero es la percepción que tienen algunas personas…",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,理解，感觉，概念,,,,,,,,
perceptibles,1 % son hechos apenas perceptibles,Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,可察觉的,,,,,,,,
percibe,"largo plazo, ninguna compañía percibe beneficio económico",Verb,él/ella/ud.,presente,percibir,,,,,,,,,,,,,,,,,zh-cn,察觉,zh-cn,获得,,,,,,
perciben,mayor atractivo físico se perciben como más agradables y,Verb,presente,ellos/ellas/uds.,percibir,,,,,,,,,,,,,,,,,zh-cn,感知,zh-cn,认为,,,,,,
percibido,"He percibido, en mi examen del...",Verb,yo,pretérito perfecto compuesto,percibir,verb,yo,pretérito perfecto compuesto,percibir,,,,,,,,,,,,,zh-cn,感知,,,,,,,,
percibidos,…factor o los factores percibidos como amenazantes.,,,,,,,,,,,,,,,,,,,,,zh-cn,被感知的,,,,,,,,
percibiendo,"que capturase, pero éste, percibiendo su indecisión, le hundió",Verb,gerundio,percibir,,,,,,,,,,,,,,,,,,zh-cn,感知,,,,,,,,
percibimos,de los peligros que percibimos en nuestra vida digital,Verb,presente,nosotros,percibir,,,,,,,,,,,,,,,,,zh-cn,我们感知到,,,,,,,,
percibió,...fue el único que percibió una lumbre de verdad...,Verb,pretérito perfecto simple,él/ella/ud.,percibir,verb,pretérito perfecto simple,él/ella/ud.,percibir,,,,,,,,,,,,,zh-cn,注意到,,,,,,,,
percibir,modo que es fácil percibir únicamente pequeñas diferencias entre,Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,感知,,,,,,,,
percibo,único lugar donde aún percibo la presencia de mi,Verb,yo,presente,percibir,,,,,,,,,,,,,,,,,zh-cn,我感到,,,,,,,,
perdedores,del búfalo que los perdedores salían frecuentemente de la,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,失败者,,,,,,,,
perder peso,"...dieta porque quiere adelgazar, perder peso.",,,,,,,,,,,,,,,,,,,,,zh-cn,减肥,,,,,,,,
perdía,"...Longbottom, el chico que perdía su sapo, fue llamado...",Verb,yo,indicativo pretérito imperfecto,perder,perderse,Noun,verb,noun,yo,perder,perderse,indicativo pretérito imperfecto,,,,,,,,,zh-cn,丢失,,,,,,,,
perdida,...voy a volver loca perdida.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,en,"perdido adj	(expresa énfasis)	complete, utter",,,,,,,,
pérdida,"exterior, se disminuye la pérdida de calor",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,损失,,,,,,,,
perdidas,"están muy angustiadas, muy perdidas",Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,迷失的,,,,,,,,
pérdidas,"en el mercado, sufrirán pérdidas, algunas quebrarán, y los",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,损失,,,,,,,,
perdidos,más de una hora perdidos por Empuriabrava,Adjective,Noun,,,,,,,,,,,,,,,,,,,en,lost,,,,,,,,
perdurable,"crear y capturar valor perdurable, no crees un negocio",Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,持久,,,,,,,,
perdurables,Los principios perdurables de los que dependemos,,,,,,,,,,,,,,,,,,,,,zh-cn,持久的,,,,,,,,
perezoso,"caso, un pequeño oso perezoso ya no puede respirar",Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,懒熊,zh-cn,懒惰的,zh-cn,",懒惰的，树懒",,,,
perfección,todos que miraran la perfección con que Malfoy había,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,完美,,,,,,,,
perfeccionar,podrás escoger que quieres perfeccionar,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,zh-cn,完美,zh-cn,完善,,,,,,
perfume,me gusta mucho tu perfume,Verb,él/ella/ud.,imperativo,subjuntivo presente,perfumar,perfumarse,Noun,,,,,,,,,,,,,,zh-cn,香味,,,,,,,,
periódicamente,...alguien que haga deporte periódicamente.,Adverb,adverb,,,,,,,,,,,,,,,,,,,zh-cn,定期地,,,,,,,,
periodista,"Soy escritor, médico, periodista",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,记者,,,,,,,,
periodistas,...esarial mediante el cual perdían dinero a medida q...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,记者,,,,,,,,
periodo,Solemos recordarlos como una...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,时期,,,,,,,,
período,dos veces durante ese período,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,期间,zh-cn,时期,,,,,,
periodos,"otros días, momentos o periodos me apetece algo más",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,时期,,,,,,,,
perjudiciales,…secundarios son mucho menos perjudiciales.,Adjective,adjective,,,,,,,,,,,,,,,,,,,zh-cn,破坏性的,zh-cn,有害的,,,,,,
permanece,"que le permite progresar, permanece en armonía",Verb,él/ella/ud.,presente,permanecer,,,,,,,,,,,,,,,,,zh-cn,保持,,,,,,,,
permanecer,quiere decir estar o permanecer en un sitio,Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,停留,zh-cn,保持,,,,,,
permanecía,"... otro, se caló la gorra, se metió las manos a fondo en l...",Verb,yo,indicativo pretérito imperfecto,permanecer,verb,yo,permanecer,indicativo pretérito imperfecto,,,,,,,,,,,,,zh-cn,保持,,,,,,,,
permanecieron,"la cama; no obstante, permanecieron sentados y observaron a",Verb,pretérito perfecto simple,ellos/ellas/uds.,permanecer,,,,,,,,,,,,,,,,,zh-cn,留,,,,,,,,
permanente,un dolor de estómago permanente,Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,持续的,zh-cn,永久的,,,,,,
permanentemente,"Dar quiere decir permanentemente, sin límite temporal",Adverb,,,,,,,,,,,,,,,,,,,,zh-cn,永久,,,,,,,,
permita,"Un enfoque equilibrado, que permita tanto la preservación de...",Verb,él/ella/ud.,imperativo,subjuntivo presente,permitir,permitirse,verb,imperativo,permitir,subjuntivo presente,él/ella/ud.,permitirse,,,,,,,,,zh-cn,允许,,,,,,,,
permite,...ando hemos ganado todo lo que podíamos a base de pe...,Verb,él/ella/ud.,presente,permitir,permitirse,verb,permitir,presente,él/ella/ud.,permitirse,,,,,,,,,,,zh-cn,允许,,,,,,,,
